"Postcode","Latitude","Longitude","District","Ward","Roads","Population","Households"
"CF14 1PN","51.508891","-3.225723","Cardiff","Whitchurch and Tongwynlais","Bishops Court","6","3"
"CF14 1PP","51.513147","-3.215130","Cardiff","Whitchurch and Tongwynlais","Glandwr Place,Heol Gwrgan","34","19"
"CF14 1PQ","51.511724","-3.215351","Cardiff","Whitchurch and Tongwynlais","Barrington Road,Cottrell Road,Heol Gwrgan","32","13"
"CF14 1PR","51.512383","-3.215945","Cardiff","Whitchurch and Tongwynlais","Heol Gwrgan","44","19"
"CF14 1PS","51.511314","-3.215787","Cardiff","Whitchurch and Tongwynlais","Llancaiach Road,Norman Road","32","19"
"CF14 1PT","51.510685","-3.213162","Cardiff","Whitchurch and Tongwynlais","College Road,Plas Treoda","60","23"
"CF14 1PU","51.511864","-3.213107","Cardiff","Whitchurch and Tongwynlais","Heol Stradling","31","17"
"CF14 1PW","51.513464","-3.213957","Cardiff","Whitchurch and Tongwynlais","Heol Gwrgan,Heol Iestyn,Heol Stradling","27","11"
"CF14 1PX","51.511209","-3.213767","Cardiff","Whitchurch and Tongwynlais","Llancaiach Road","67","21"
"CF14 1PY","51.512078","-3.214136","Cardiff","Whitchurch and Tongwynlais","Barrington Road","50","20"
"CF14 1PZ","51.512613","-3.214568","Cardiff","Whitchurch and Tongwynlais","Cae Yorath,Cottrell Road","49","17"
"CF14 1QA","51.512745","-3.213073","Cardiff","Whitchurch and Tongwynlais","Cae Yorath","8","4"
"CF14 1QB","51.512284","-3.212455","Cardiff","Whitchurch and Tongwynlais","Yorath Road","52","26"
"CF14 1QD","51.513634","-3.213212","Cardiff","Whitchurch and Tongwynlais","Clas Odyn,Clas Yorath,Yorath Road","25","13"
"CF14 1QE","51.514469","-3.213321","Cardiff","Whitchurch and Tongwynlais","Heol Iestyn","21","10"
"CF14 1QF","51.513908","-3.211951","Cardiff","Whitchurch and Tongwynlais","Clas Odyn","12","6"
"CF14 1QG","51.513485","-3.211997","Cardiff","Whitchurch and Tongwynlais","Clas Yorath","25","9"
"CF14 1QH","51.512647","-3.211254","Cardiff","Whitchurch and Tongwynlais","Manor Rise","46","21"
"CF14 1QJ","51.512300","-3.210885","Cardiff","Whitchurch and Tongwynlais","Manor Rise,Yorath Road","76","28"
"CF14 1QL","51.510930","-3.210387","Cardiff","Whitchurch and Tongwynlais","Cae Gwyn Road,Greenclose Road","34","15"
"CF14 1QN","51.512536","-3.209839","Cardiff","Whitchurch and Tongwynlais","Cae Gwyn Road","41","20"
"CF14 1QP","51.510818","-3.209909","Cardiff","Whitchurch and Tongwynlais","Greenclose Road","26","13"
"CF14 1QQ","51.511948","-3.208440","Cardiff","Whitchurch and Tongwynlais","Heol Penyfai,Westfield Road","56","25"
"CF14 1RA","51.509532","-3.203750","Cardiff","Whitchurch and Tongwynlais","Manor Way,Nant Y Fedw","21","7"
"CF14 1RB","51.510360","-3.204565","Cardiff","Whitchurch and Tongwynlais","Manor Way","8","4"
"CF14 1RD","51.511310","-3.205728","Cardiff","Whitchurch and Tongwynlais","Manor Way,Pantbach Place","61","22"
"CF14 1RE","51.512606","-3.208227","Cardiff","Whitchurch and Tongwynlais","Manor Way","23","10"
"CF14 1RF","51.514288","-3.211687","Cardiff","Whitchurch and Tongwynlais","Manor Rise,Manor Way","62","26"
"CF14 1RG","51.509701","-3.203063","Cardiff","Heath","Manor Way","28","7"
"CF14 1RH","51.510778","-3.204158","Cardiff","Heath","Manor Way,Pantbach Avenue","18","8"
"CF14 1RJ","51.511693","-3.205249","Cardiff","Heath","Manor Way,Pantbach Place","55","20"
"CF14 1RL","51.512865","-3.207600","Cardiff","Heath","Manor Way","45","20"
"CF14 1RN","51.514971","-3.211777","Cardiff","Heath","Heol Nest,Lon-Y-Parc,Manor Way","64","27"
"CF14 1RP","51.516263","-3.214593","Cardiff","Heath","Manor Close,Manor Way","43","14"
"CF14 1RQ","51.516672","-3.214186","Cardiff","Heath","Manor Close","13","6"
"CF14 1RR","51.510597","-3.201660","Cardiff","Heath","Birchgrove Road","32","13"
"CF14 1RS","51.511326","-3.200699","Cardiff","Heath","Birchgrove Road,Pant-Bach Road","47","24"
"CF14 1RT","51.510605","-3.202626","Cardiff","Heath","Birchgrove Road","52","22"
"CF14 1RU","51.509866","-3.204537","Cardiff","Whitchurch and Tongwynlais","Birchgrove Road","30","9"
"CF14 1RW","51.510888","-3.200414","Cardiff","Heath","Birchgrove Road","6","2"
"CF14 1RX","51.510151","-3.206577","Cardiff","Whitchurch and Tongwynlais","Heol Dolwen,Newport Road","57","33"
"CF14 1RY","51.510940","-3.206771","Cardiff","Whitchurch and Tongwynlais","Clas Isan,Heol Wernlas","43","26"
"CF14 1RZ","51.511474","-3.207332","Cardiff","Whitchurch and Tongwynlais","Clas Isan","20","10"
"CF14 1SA","51.511255","-3.207629","Cardiff","Whitchurch and Tongwynlais","Clas Illtyd","21","11"
"CF14 1SB","51.510900","-3.208888","Cardiff","Whitchurch and Tongwynlais","Heol Dolwen,Heol Penyfai,Heol Wernlas","48","26"
"CF14 1SD","51.509321","-3.202462","Cardiff","Heath","Merthyr Road,Nant Y Fedw,The Philog","20","7"
"CF14 1SR","51.516878","-3.210776","Cardiff","Heath","Kyle Avenue,Pant-Bach Road","110","40"
"CF14 1SS","51.517148","-3.210754","Cardiff","Heath","Kyle Avenue,Kyle Crescent","100","41"
"CF14 1ST","51.516116","-3.208853","Cardiff","Heath","Kyle Crescent","72","27"
"CF14 1SU","51.514623","-3.209693","Cardiff","Heath","Heol Ifor,Kyle Crescent","65","24"
"CF14 1SW","51.516093","-3.209343","Cardiff","Heath","Kyle Crescent","59","22"
"CF14 1SY","51.516037","-3.211301","Cardiff","Heath","Heol Ifor,Heol Nest","77","37"
"CF14 1SZ","51.515571","-3.211130","Cardiff","Heath","Heol Ifor","45","24"
"CF14 1TA","51.515838","-3.210547","Cardiff","Heath","Glas Ifor","14","6"
"CF14 1TB","51.514344","-3.208936","Cardiff","Heath","Cae Gwyn Road,Greenfield Road,Welwyn Road","49","24"
"CF14 1TD","51.515935","-3.208099","Cardiff","Heath","Cae Gwyn Road","55","22"
"CF14 1TE","51.513789","-3.206860","Cardiff","Heath","Greenfield Avenue,Greenfield Road","92","40"
"CF14 1TF","51.514332","-3.206529","Cardiff","Heath","Greenfield Avenue","36","19"
"CF14 1TG","51.514917","-3.207409","Cardiff","Heath","Welwyn Road","31","14"
"CF14 1TH","51.514682","-3.204866","Cardiff","Heath","St Thomas Close","14","5"
"CF14 1TS","51.512824","-3.206330","Cardiff","Heath","Keynsham Road,Westfield Avenue","65","24"
"CF14 1TT","51.513081","-3.204896","Cardiff","Heath","Westfield Avenue","21","12"
"CF14 1TU","51.511890","-3.202689","Cardiff","Heath","Groveland Road,Pant-Bach Road,Pantbach Avenue","28","12"
"CF14 1TW","51.512850","-3.203809","Cardiff","Heath","Pant-Bach Road","37","20"
"CF14 1TX","51.514382","-3.206040","Cardiff","Heath","Greenfield Road,Pant-Bach Road,Welwyn Road","37","13"
"CF14 1TY","51.515686","-3.206911","Cardiff","Heath","Homelands Road,Pant-Bach Road","32","11"
"CF14 1TZ","51.517472","-3.208125","Cardiff","Heath","Kyle Avenue,Pant-Bach Road","50","15"
"CF14 1UA","51.511832","-3.202154","Cardiff","Heath","Coronation Road,Cromwell Road,Pant-Bach Road","53","25"
"CF14 1UB","51.512668","-3.203055","Cardiff","Heath","Grove Place,Pant-Bach Road","22","9"
"CF14 1UD","51.513494","-3.204114","Cardiff","Heath","Grove Place,Pant-Bach Road","35","17"
"CF14 1UE","51.514755","-3.205647","Cardiff","Heath","Keynsham Road,Llwynfedw Road,Pant-Bach Road,St Thomas Close","50","23"
"CF14 1UF","51.516532","-3.206861","Cardiff","Heath","Cae Gwyn Road,Pant-Bach Road","46","17"
"CF14 1UG","51.517793","-3.207572","Cardiff","Heath","Pant-Bach Road","23","11"
"CF14 1UH","51.517164","-3.206604","Cardiff","Heath","Homelands Road,Thornbury Close","84","32"
"CF14 1UJ","51.516937","-3.205920","Cardiff","Heath","Homelands Road","107","36"
"CF14 1UL","51.515361","-3.205302","Cardiff","Heath","Llwynfedw Road","46","17"
"CF14 1UN","51.511833","-3.203898","Cardiff","Heath","Cae Maen,Pantbach Place","31","17"
"CF14 1UP","51.512245","-3.204917","Cardiff","Heath","Cae Maen","15","8"
"CF14 1UQ","51.510936","-3.202735","Cardiff","Heath","Cromwell Road","69","27"
"CF14 1UR","51.511362","-3.203323","Cardiff","Heath","Pantbach Avenue","63","23"
"CF14 1US","51.513205","-3.204265","Cardiff","Heath","Pant-Bach Road","16","8"
"CF14 1UT","51.516960","-3.205417","Cardiff","Heath","Thornbury Close","121","47"
"CF14 1UU","51.518563","-3.207808","Cardiff","Heath","Kyle Avenue,Pant-Bach Road","68","37"
"CF14 1WL","51.515527","-3.216260","Cardiff","Whitchurch and Tongwynlais","Glan-Y-Nant Terrace","",""
"CF14 2AA","51.513930","-3.221117","Cardiff","Whitchurch and Tongwynlais","Foreland Road,Penlline Road","37","15"
"CF14 2AB","51.515266","-3.223200","Cardiff","Whitchurch and Tongwynlais","Penlline Court,Penlline Road","28","12"
"CF14 2AD","51.514965","-3.223566","Cardiff","Whitchurch and Tongwynlais","Penlline Road,Ty'n-Y-Pwll Road","17","7"
"CF14 2AE","51.514337","-3.223449","Cardiff","Whitchurch and Tongwynlais","Orchard Drive,Penlline Court,Plas-Y-Llan","22","8"
"CF14 2AF","51.514729","-3.221225","Cardiff","Whitchurch and Tongwynlais","Plas-Y-Llan","60","21"
"CF14 2AG","51.514697","-3.226009","Cardiff","Whitchurch and Tongwynlais","Kelston Close,Kelston Road","76","27"
"CF14 2AH","51.513752","-3.227828","Cardiff","Whitchurch and Tongwynlais","Kelston Road","56","18"
"CF14 2AJ","51.514928","-3.226318","Cardiff","Whitchurch and Tongwynlais","Kelston Road","52","17"
"CF14 2AL","51.515288","-3.227092","Cardiff","Whitchurch and Tongwynlais","Kelston Close","15","6"
"CF14 2AN","51.515070","-3.228181","Cardiff","Whitchurch and Tongwynlais","Kelston Road,Velindre Place","83","33"
"CF14 2AP","51.513100","-3.227422","Cardiff","Whitchurch and Tongwynlais","Kelston Place","57","20"
"CF14 2AQ","51.514029","-3.226294","Cardiff","Whitchurch and Tongwynlais","Cambourne Avenue","63","31"
"CF14 2AR","51.510687","-3.228510","Cardiff","Whitchurch and Tongwynlais","Church Road,Clos Newydd,Heol Don","62","19"
"CF14 2AS","51.513031","-3.228789","Cardiff","Whitchurch and Tongwynlais","Heol Don","65","24"
"CF14 2AT","51.514793","-3.228836","Cardiff","Whitchurch and Tongwynlais","Heol Don","102","40"
"CF14 2AU","51.511468","-3.227781","Cardiff","Whitchurch and Tongwynlais","Heol Don","55","15"
"CF14 2AW","51.510094","-3.227629","Cardiff","Whitchurch and Tongwynlais","Firwood Close","14","7"
"CF14 2AX","51.515122","-3.222331","Cardiff","Whitchurch and Tongwynlais","Penlline Court","25","18"
"CF14 2AY","51.515306","-3.229672","Cardiff","Whitchurch and Tongwynlais","Heol Don","10","9"
"CF14 2AZ","51.506878","-3.229041","Cardiff","Llandaff North","Ty-Mawr Road","",""
"CF14 2BA","51.511179","-3.227024","Cardiff","Whitchurch and Tongwynlais","Clos Newydd","10","4"
"CF14 2BB","51.507186","-3.228862","Cardiff","Llandaff North","Station Road","",""
"CF14 2BH","51.511254","-3.236191","Cardiff","Whitchurch and Tongwynlais","Ty-Mawr Road","8","3"
"CF14 2BL","51.510310","-3.233586","Cardiff","Whitchurch and Tongwynlais","Rushbrook Close,Westbourne Crescent","51","20"
"CF14 2BN","51.511582","-3.234918","Cardiff","Whitchurch and Tongwynlais","Rushbrook Close,Westbourne Crescent","15","6"
"CF14 2BP","51.510997","-3.233230","Cardiff","Whitchurch and Tongwynlais","Westbourne Road","25","12"
"CF14 2BQ","51.511729","-3.232054","Cardiff","Whitchurch and Tongwynlais","Heol Blakemore,Kingsland Road,Westbourne Road","44","17"
"CF14 2BR","51.512370","-3.230068","Cardiff","Whitchurch and Tongwynlais","Westbourne Road","12","5"
"CF14 2BS","51.511611","-3.231301","Cardiff","Whitchurch and Tongwynlais","Westbourne Road","65","22"
"CF14 2BT","51.512107","-3.229470","Cardiff","Whitchurch and Tongwynlais","Westbourne Road","44","25"
"CF14 2BU","51.512023","-3.232321","Cardiff","Whitchurch and Tongwynlais","Elmgrove Road,Woodland Road","72","33"
"CF14 2BW","51.511566","-3.233865","Cardiff","Whitchurch and Tongwynlais","Elmgrove Road,Woodland Road","29","9"
"CF14 2BX","51.512656","-3.231099","Cardiff","Whitchurch and Tongwynlais","Heol Blakemore","21","10"
"CF14 2BY","51.513168","-3.232021","Cardiff","Whitchurch and Tongwynlais","Heol Booker,Heol Penlan","83","36"
"CF14 2BZ","51.512454","-3.234970","Cardiff","Whitchurch and Tongwynlais","Heol Penlan","121","52"
"CF14 2DA","51.514316","-3.230639","Cardiff","Whitchurch and Tongwynlais","Brynheulog,Heol Chappell,Heol Mathew","42","20"
"CF14 2DB","51.513193","-3.229672","Cardiff","Whitchurch and Tongwynlais","Heol Chappell","85","27"
"CF14 2DD","51.514316","-3.229746","Cardiff","Whitchurch and Tongwynlais","Heol Mathew","10","3"
"CF14 2DE","51.514899","-3.229877","Cardiff","Whitchurch and Tongwynlais","Brynheulog","16","6"
"CF14 2DF","51.513695","-3.232395","Cardiff","Whitchurch and Tongwynlais","Heol Booker","89","30"
"CF14 2DG","51.513896","-3.232891","Cardiff","Whitchurch and Tongwynlais","Heol Booker","70","32"
"CF14 2DH","51.511729","-3.236348","Cardiff","Whitchurch and Tongwynlais","Heol Rhayader","60","29"
"CF14 2DJ","51.512267","-3.236507","Cardiff","Whitchurch and Tongwynlais","Gwaun Close","23","10"
"CF14 2DX","51.511858","-3.222344","Cardiff","Whitchurch and Tongwynlais","Bishops Place,Church Road,College Close,College Road","42","13"
"CF14 2DY","51.510020","-3.226085","Cardiff","Whitchurch and Tongwynlais","Church Road","60","23"
"CF14 2DZ","51.511930","-3.223153","Cardiff","Whitchurch and Tongwynlais","Bishops Place,Church Road,Merthyr Road,Penlline Road","29","10"
"CF14 2EA","51.510671","-3.225757","Cardiff","Whitchurch and Tongwynlais","Church Road","42","14"
"CF14 2EB","51.511334","-3.223368","Cardiff","Whitchurch and Tongwynlais","Church Road","9","6"
"CF14 2ED","51.509151","-3.228353","Cardiff","Whitchurch and Tongwynlais","Church Road","15","10"
"CF14 2EE","51.509126","-3.229894","Cardiff","Whitchurch and Tongwynlais","Church Road,Station Road,The Parade","33","14"
"CF14 2EF","51.509249","-3.231929","Cardiff","Whitchurch and Tongwynlais","The Parade,Westbourne Crescent","18","8"
"CF14 2EG","51.509577","-3.229777","Cardiff","Whitchurch and Tongwynlais","The Avenue","36","13"
"CF14 2EH","51.510446","-3.230074","Cardiff","Whitchurch and Tongwynlais","Alfreda Road","93","34"
"CF14 2EJ","51.510155","-3.232069","Cardiff","Whitchurch and Tongwynlais","Alfreda Road,Athelstan Road,Kingsland Road","84","34"
"CF14 2EL","51.510429","-3.231687","Cardiff","Whitchurch and Tongwynlais","Kingsland Road","12","10"
"CF14 2EN","51.511011","-3.230248","Cardiff","Whitchurch and Tongwynlais","Athelstan Road","52","21"
"CF14 2EP","51.511314","-3.230443","Cardiff","Whitchurch and Tongwynlais","Athelstan Road","75","26"
"CF14 2EZ","51.508078","-3.228699","Cardiff","Llandaff North","Station Road","19","15"
"CF14 2FA","51.507751","-3.228978","Cardiff","Llandaff North","Evansfield Road,Radyr Road","97","43"
"CF14 2FB","51.504206","-3.228335","Cardiff","Llandaff North","Station Road","39","19"
"CF14 2FD","51.505900","-3.228827","Cardiff","Llandaff North","Station Road","27","13"
"CF14 2FE","51.506982","-3.228554","Cardiff","Llandaff North","Station Road","12","5"
"CF14 2FF","51.503634","-3.227109","Cardiff","Llandaff North","Chamberlain Road,Gabalfa Road,Maplewood Avenue,Station Road","56","22"
"CF14 2FG","51.505896","-3.228323","Cardiff","Llandaff North","Hazelhurst Road,Station Road","60","27"
"CF14 2FH","51.506788","-3.228160","Cardiff","Llandaff North","Station Road","19","12"
"CF14 2FJ","51.505741","-3.229472","Cardiff","Llandaff North","Belle Vue Crescent","97","37"
"CF14 2FL","51.506500","-3.230760","Cardiff","Llandaff North","Belle Vue Crescent,Hawthorn Road East,Hawthorn Road West","77","33"
"CF14 2FN","51.507094","-3.229854","Cardiff","Llandaff North","Evansfield Road,Hawthorn Road West,Radyr Road,Ty-Mawr Road","124","50"
"CF14 2FP","51.508255","-3.231528","Cardiff","Llandaff North","Ty-Mawr Road","112","40"
"CF14 2FQ","51.508520","-3.231103","Cardiff","Llandaff North","Ty-Mawr Road,West Road","46","21"
"CF14 2FR","51.508114","-3.229536","Cardiff","Llandaff North","The Avenue,Ty-Mawr Road","5","3"
"CF14 2FS","51.507930","-3.232456","Cardiff","Llandaff North","Pommergelli Road","39","14"
"CF14 2FT","51.507559","-3.231884","Cardiff","Llandaff North","West Road","106","51"
"CF14 2FU","51.506926","-3.231305","Cardiff","Llandaff North","Hazelhurst Road,Radyr Road","88","51"
"CF14 2FW","51.505586","-3.230462","Cardiff","Llandaff North","Hazelhurst Road","46","20"
"CF14 2FX","51.505848","-3.231276","Cardiff","Llandaff North","Hazelhurst Road","67","41"
"CF14 2FY","51.504702","-3.229933","Cardiff","Llandaff North","","23","16"
"CF14 2FZ","51.504458","-3.229163","Cardiff","Llandaff North","","42","24"
"CF14 2GA","51.507352","-3.231028","Cardiff","Llandaff North","Radyr Road","",""
"CF14 2HA","51.504873","-3.229030","Cardiff","Llandaff North","Hazelhurst Road,Station Road","20","15"
"CF14 2HB","51.510146","-3.235542","Cardiff","Whitchurch and Tongwynlais","Cae Ty Mawr","114","44"
"CF14 2HD","51.508546","-3.232083","Cardiff","Llandaff North","Pommergelli Road,Ty-Mawr Road","16","6"
"CF14 2HE","51.504930","-3.229594","Cardiff","Llandaff North","Hazelhurst Road","17","12"
"CF14 2HF","51.509653","-3.234520","Cardiff","Whitchurch and Tongwynlais","Clos Ystum Taf,Ty-Mawr Road","60","24"
"CF14 2HG","51.510119","-3.234633","Cardiff","Whitchurch and Tongwynlais","Ty-Mawr Road","5","1"
"CF14 2HJ","51.502464","-3.220364","Cardiff","Llandaff North","College Road","2","1"
"CF14 2HL","51.503646","-3.223378","Cardiff","Llandaff North","Fox Russell Close","25","9"
"CF14 2HN","51.511813","-3.237749","Cardiff","Whitchurch and Tongwynlais","Melingriffith Drive,Ty-Mawr Road","11","4"
"CF14 2HP","51.510860","-3.237737","Cardiff","Whitchurch and Tongwynlais","Clos Ty Clyd","112","41"
"CF14 2HQ","51.505649","-3.219296","Cardiff","Llandaff North","Cornelly Street","63","22"
"CF14 2HR","51.505464","-3.218946","Cardiff","Llandaff North","Cornelly Street","56","20"
"CF14 2HS","51.503858","-3.221150","Cardiff","Llandaff North","Cornelly Close","63","30"
"CF14 2HT","51.504199","-3.221246","Cardiff","Llandaff North","Cornelly Close","53","24"
"CF14 2HU","51.502614","-3.223206","Cardiff","Llandaff North","Clarbeston Road,Gabalfa Avenue","70","32"
"CF14 2HW","51.503143","-3.222486","Cardiff","Llandaff North","Gabalfa Avenue,Gabalfa Road","43","17"
"CF14 2HX","51.503224","-3.224188","Cardiff","Llandaff North","Gabalfa Avenue","4","1"
"CF14 2HY","51.500224","-3.222177","Cardiff","Llandaff North","College Road,Gabalfa Road","34","16"
"CF14 2HZ","51.501427","-3.221474","Cardiff","Llandaff North","College Road,Festiniog Road,Watson Road","40","19"
"CF14 2JA","51.501970","-3.221993","Cardiff","Llandaff North","Watson Road","102","46"
"CF14 2JB","51.501781","-3.223731","Cardiff","Llandaff North","Blosse Road,Johns Lane","72","34"
"CF14 2JD","51.502309","-3.223083","Cardiff","Llandaff North","Holly Terrace","18","8"
"CF14 2JE","51.502450","-3.223404","Cardiff","Llandaff North","Johns Lane","1","1"
"CF14 2JF","51.501007","-3.222990","Cardiff","Llandaff North","Copleston Road","117","48"
"CF14 2JG","51.500392","-3.223248","Cardiff","Llandaff North","Whitefield Road","68","25"
"CF14 2JH","51.502167","-3.225557","Cardiff","Llandaff North","Blosse Road,Gabalfa Road","23","9"
"CF14 2JJ","51.500404","-3.223839","Cardiff","Llandaff North","Blosse Road,Gabalfa Road","71","31"
"CF14 2JL","51.502109","-3.226751","Cardiff","Llandaff North","Andrew's Road,Bridge Road,Gabalfa Avenue,Mary Street,Station Road","40","13"
"CF14 2JN","51.502519","-3.227973","Cardiff","Llandaff North","Andrew's Road","62","30"
"CF14 2JP","51.502956","-3.228330","Cardiff","Llandaff North","Andrew's Road,Bridge Road","44","18"
"CF14 2JQ","51.502158","-3.228122","Cardiff","Llandaff North","Bridge Road,Mary Street","47","22"
"CF14 2JY","51.500284","-3.221559","Cardiff","Llandaff North","College Road,Copleston Road","39","16"
"CF14 2JZ","51.501460","-3.220899","Cardiff","Llandaff North","College Road,Festiniog Road","43","17"
"CF14 2LA","51.504890","-3.220458","Cardiff","Llandaff North","Colwinstone Close,Colwinstone Street","10","5"
"CF14 2LB","51.505817","-3.223018","Cardiff","Llandaff North","Colwinstone Street","36","25"
"CF14 2LD","51.504990","-3.219538","Cardiff","Llandaff North","Colwinstone Close,Colwinstone Street","11","5"
"CF14 2LE","51.506143","-3.222840","Cardiff","Llandaff North","Caldy Road,Colwinstone Street,Corwen Crescent,Hawthorn Road East,Station Road","116","38"
"CF14 2LF","51.505964","-3.220126","Cardiff","Llandaff North","Colwinstone Close","105","40"
